0.00, 75.80, 88.49
0.00, 76.00, 88.49
0.00, 76.20, 86.73
0.00, 76.40, 86.73
0.00, 76.60, 86.73
0.00, 76.80, 86.73
0.00, 77.00, 86.73
0.00, 77.20, 86.73
0.00, 77.40, 86.73
0.00, 77.60, 86.73
0.00, 77.80, 86.73
0.00, 78.00, 86.73
0.00, 78.20, 86.73
0.00, 78.40, 86.73
0.00, 78.60, 86.73
0.00, 78.80, 86.73
0.00, 79.00, 86.73
0.00, 79.20, 86.38
0.00, 79.40, 86.38
0.00, 79.60, 86.38
0.00, 79.80, 86.38
0.00, 80.00, 86.38
0.00, 80.20, 86.38
0.00, 80.40, 86.38
0.00, 80.60, 85.42
0.00, 80.80, 85.41
0.00, 81.00, 85.41
0.00, 81.20, 85.31
0.00, 81.40, 85.31
0.00, 81.60, 85.31
0.00, 81.80, 84.95
0.00, 82.00, 84.95
0.00, 82.20, 84.95
0.00, 82.40, 84.95
0.00, 82.60, 84.95
0.00, 82.80, 84.95
0.00, 83.00, 84.95
0.00, 83.20, 84.95
0.00, 83.40, 84.95
0.00, 83.60, 84.95
0.00, 83.80, 84.95
0.00, 84.00, 84.95
0.00, 84.20, 84.95
0.00, 84.40, 84.95
0.00, 84.60, 84.95
0.00, 84.80, 84.95
0.00, 85.00, 84.95
0.00, 85.20, 84.95
0.00, 85.40, 84.95
0.00, 85.60, 84.95
0.00, 85.80, 84.95
0.00, 86.00, 84.84
0.00, 86.20, 84.84
0.00, 86.40, 84.84
0.00, 86.60, 84.84
0.00, 86.80, 84.84
0.00, 87.00, 84.84
0.00, 87.20, 84.84
0.00, 87.40, 84.84
0.00, 87.60, 84.84
0.00, 87.80, 84.84
0.00, 88.00, 84.84
0.00, 88.20, 84.84
0.00, 88.40, 84.84
0.00, 88.60, 84.84
0.00, 88.80, 84.84
0.00, 89.00, 84.84
0.00, 89.20, 84.84
0.00, 89.40, 84.84
0.00, 89.60, 84.84
0.00, 89.80, 84.84
0.00, 90.00, 84.84
0.00, 90.20, 84.84
0.00, 90.40, 84.84
0.00, 90.60, 84.84
0.00, 90.80, 84.84
0.00, 91.00, 84.84
0.00, 91.20, 84.84
0.00, 91.40, 84.84
0.00, 91.60, 84.84
0.00, 91.80, 84.84
0.00, 92.00, 84.84
0.00, 92.20, 84.84
0.00, 92.40, 84.84
0.00, 92.60, 84.84
0.00, 92.80, 84.84
0.00, 93.00, 84.84
0.00, 93.20, 84.84
0.00, 93.40, 84.84
0.00, 93.60, 84.84
0.00, 93.80, 84.84
0.00, 94.00, 84.84
0.00, 94.20, 84.84
0.00, 94.40, 84.84
0.00, 94.60, 84.84
0.00, 94.80, 84.84
0.00, 95.00, 84.84
0.00, 95.20, 84.84
0.00, 95.40, 83.75
0.00, 95.60, 83.75
0.00, 95.80, 83.75
0.00, 96.00, 83.75
0.00, 96.20, 83.75
0.00, 96.40, 83.75
0.00, 96.60, 83.75
0.00, 96.80, 83.75
0.00, 97.00, 83.75
0.00, 97.20, 83.75
0.00, 97.40, 83.75
0.00, 97.60, 83.75
0.00, 97.80, 83.75
0.00, 98.00, 94.60
0.00, 98.20, 94.60
0.00, 98.40, 94.60
0.00, 98.60, 94.60
0.00, 98.80, 94.60
0.00, 99.00, 94.60
0.00, 99.20, 94.60
0.00, 99.40, 94.60
0.00, 99.60, 94.60
0.00, 99.80, 94.60
0.00, 100.00, 94.60
0.00, 100.20, 94.60
0.00, 100.40, 94.60
0.00, 100.60, 94.60
0.00, 100.80, 94.60
0.00, 101.00, 94.60
0.00, 101.20, 94.60
0.00, 101.40, 94.60
0.00, 101.60, 94.60
0.00, 101.80, 94.60
0.00, 102.00, 94.60
0.00, 102.20, 94.60
0.00, 102.40, 94.60
0.00, 102.60, 94.60
0.00, 102.80, 94.60
0.00, 103.00, 94.60
0.00, 103.20, 94.60
0.00, 103.40, 94.60
0.00, 103.60, 94.60
0.00, 103.80, 94.60
0.00, 104.00, 94.60
0.00, 104.20, 94.60
0.00, 104.40, 94.60
0.00, 104.60, 94.42
0.00, 104.80, 94.42
0.00, 105.00, 94.42
0.00, 105.20, 94.42
0.00, 105.40, 94.42
0.00, 105.60, 94.42
0.00, 105.80, 94.42
Minimum trial:
RMS: 83.75066479026188
Dist: 0.0Rot: 95.4
